Season,GameNum,Date,HomeAbbr,AwayAbbr,HomeScore,AwayScore,BoxScoreSlug
1885,47,1885-05-22,CIN,PAT,0,7,
1885,48,1885-05-23,CIN,PAT,4,1,
1885,49,1885-05-25,CIN,PAT,8,3,
1885,50,1885-05-26,CIN,PAT,11,12,
1885,51,1885-05-27,CIN,BRO,10,3,
1885,52,1885-05-28,CIN,BRO,4,10,
1885,53,1885-05-29,CIN,BRO,11,3,
1885,54,1885-05-30,CIN,BRO,6,3,
1885,55,1885-06-01,CIN,BLN,4,5,
1885,56,1885-06-02,CIN,BLN,6,1,
1885,57,1885-06-03,CIN,BLN,9,4,
1885,58,1885-06-04,STL,CIN,15,10,
1885,59,1885-06-05,STL,CIN,2,6,
1885,60,1885-06-06,STL,CIN,6,5,
1885,61,1885-06-08,CIN,LOU,5,4,
1885,62,1885-06-09,CIN,LOU,4,7,
1885,63,1885-06-10,CIN,LOU,14,3,
1885,64,1885-06-11,PAT,CIN,6,11,
1885,65,1885-06-12,PAT,CIN,8,12,
1885,66,1885-06-13,PAT,CIN,6,7,
1885,67,1885-06-15,BRO,CIN,2,15,
1885,68,1885-06-16,BRO,CIN,5,4,
1885,69,1885-06-17,BRO,CIN,5,6,
1885,70,1885-06-18,BRO,CIN,5,10,
1885,71,1885-06-19,BLN,CIN,8,7,
1885,72,1885-06-20,BLN,CIN,6,7,
1885,73,1885-06-22,BLN,CIN,3,5,
1885,74,1885-06-23,CIN,STL,5,2,
1885,75,1885-06-24,CIN,STL,4,2,
1885,76,1885-06-25,CIN,STL,6,3,
1885,77,1885-06-26,LOU,CIN,1,12,
1885,78,1885-06-27,LOU,CIN,1,8,
1885,79,1885-06-29,LOU,CIN,2,4,
1885,80,1885-06-30,CIN,PAT,8,4,
1885,81,1885-07-01,CIN,PAT,8,11,
1885,82,1885-07-13,CIN,PAT,1,9,
1885,83,1885-07-14,BRO,CIN,3,9,
1885,84,1885-07-15,BRO,CIN,1,0,
1885,85,1885-07-16,BRO,CIN,4,5,
1885,86,1885-07-17,BRO,CIN,2,15,
1885,87,1885-07-18,BRO,CIN,7,5,
1885,88,1885-07-20,BLN,CIN,5,7,
1885,89,1885-07-21,BLN,CIN,5,1,
1885,90,1885-07-22,BLN,CIN,2,7,
1885,91,1885-07-23,BLN,CIN,8,5,
1885,92,1885-07-24,BLN,CIN,10,4,
1885,93,1885-07-25,CIN,STL,5,9,
1885,94,1885-07-27,CIN,STL,6,3,
1885,95,1885-07-28,CIN,STL,4,2,
1885,96,1885-07-29,CIN,STL,5,7,
1885,97,1885-07-30,CIN,STL,7,16,
1885,98,1885-07-31,LOU,CIN,8,7,
1885,99,1885-08-01,LOU,CIN,8,7,
1885,100,1885-08-03,LOU,CIN,7,6,
1885,101,1885-08-04,LOU,CIN,10,6,
1885,102,1885-08-05,LOU,CIN,0,8,
1885,103,1885-08-06,CIN,PAT,2,4,
1885,104,1885-08-07,CIN,PAT,3,2,
1885,105,1885-08-08,CIN,PAT,11,5,
1885,106,1885-08-10,CIN,PAT,13,6,
1885,107,1885-08-11,CIN,PAT,6,10,
1885,108,1885-08-12,CIN,BRO,4,2,
1885,109,1885-08-13,CIN,BRO,3,2,
1885,110,1885-08-14,CIN,BRO,15,14,
1885,111,1885-08-15,CIN,BRO,3,2,
1885,112,1885-08-17,CIN,BRO,5,4,
1885,113,1885-08-18,CIN,BLN,6,3,
1885,114,1885-08-19,CIN,BLN,8,7,
1885,115,1885-08-20,CIN,BLN,6,3,
1885,116,1885-08-21,CIN,BLN,4,0,
1885,117,1885-08-22,CIN,BLN,5,2,
1885,118,1885-08-24,STL,CIN,8,4,
1885,119,1885-08-25,STL,CIN,9,2,
1885,120,1885-08-26,STL,CIN,2,5,
1885,121,1885-08-27,STL,CIN,10,11,
1885,122,1885-08-28,STL,CIN,5,3,
1885,123,1885-08-29,CIN,LOU,4,2,
1885,124,1885-08-31,CIN,LOU,4,1,
1885,125,1885-09-01,CIN,LOU,4,1,
1885,126,1885-09-02,CIN,LOU,3,2,
1885,127,1885-09-03,CIN,LOU,6,3,
1885,128,1885-09-04,PAT,CIN,7,6,
1885,129,1885-09-05,PAT,CIN,14,13,
1885,130,1885-09-07,PAT,CIN,5,12,
1885,131,1885-09-08,PAT,CIN,15,14,
1885,132,1885-09-09,PAT,CIN,5,4,
1885,133,1885-09-10,BRO,CIN,8,7,
1885,134,1885-09-11,BRO,CIN,0,3,
1885,135,1885-09-12,BRO,CIN,5,2,
1885,136,1885-09-14,BLN,CIN,1,15,
1885,137,1885-09-15,BLN,CIN,17,7,
1885,138,1885-09-16,BLN,CIN,4,3,
1885,139,1885-09-17,CIN,STL,2,4,
1885,140,1885-09-18,CIN,STL,6,1,
1885,141,1885-09-19,CIN,STL,2,12,
1885,142,1885-09-21,LOU,CIN,1,10,
1885,143,1885-09-22,LOU,CIN,6,7,
1885,144,1885-09-23,LOU,CIN,6,8,
1885,145,1885-09-24,CIN,PAT,5,4,
1885,146,1885-09-25,CIN,PAT,7,6,
1885,147,1885-09-26,CIN,PAT,8,25,
1885,148,1885-09-28,CIN,BRO,4,10,
1885,149,1885-09-29,CIN,BRO,6,5,
1885,150,1885-09-30,CIN,BRO,3,5,
1885,151,1885-10-01,CIN,BLN,5,2,
1885,152,1885-10-02,CIN,BLN,4,3,
1885,153,1885-10-03,CIN,BLN,4,8,
1885,154,1885-10-05,STL,CIN,2,5,
1885,155,1885-10-06,STL,CIN,12,7,
1885,156,1885-10-07,STL,CIN,5,1,
1885,157,1885-10-08,CIN,LOU,6,2,
1885,158,1885-10-09,CIN,LOU,2,8,
1885,159,1885-10-10,CIN,LOU,2,1,
1885,160,1885-10-12,PAT,CIN,5,12,
1885,161,1885-10-13,PAT,CIN,7,5,
1885,162,1885-10-14,PAT,CIN,9,11,
1885,1,1885-03-30,DTN,CHC,4,16,1-chc-dtn
1885,1,1885-03-30,PIT,PHI,4,2,1-phi-pit
1885,1,1885-03-30,NYG,BSN,7,3,1-bsn-nyg
1885,1,1885-03-30,STL,PAT,1,2,1-pat-stl
1885,1,1885-03-30,LOU,BLN,3,2,1-bln-lou
1885,2,1885-03-31,DTN,CHC,9,3,2-chc-dtn
1885,2,1885-03-31,PIT,PHI,4,3,2-phi-pit
1885,2,1885-03-31,NYG,BSN,7,4,2-bsn-nyg
1885,2,1885-03-31,LOU,BLN,2,1,2-bln-lou
1885,2,1885-03-31,STL,PAT,3,4,2-pat-stl
1885,3,1885-04-01,DTN,CHC,4,6,3-chc-dtn
1885,3,1885-04-01,PIT,PHI,5,6,3-phi-pit
1885,3,1885-04-01,NYG,BSN,12,5,3-bsn-nyg
1885,3,1885-04-01,LOU,BLN,2,0,3-bln-lou
1885,3,1885-04-01,STL,PAT,1,3,3-pat-stl
1885,4,1885-04-02,DTN,CHC,5,3,4-chc-dtn
1885,4,1885-04-02,PIT,PHI,2,1,4-phi-pit
1885,4,1885-04-02,NYG,BSN,9,4,4-bsn-nyg
1885,4,1885-04-02,LOU,BLN,2,4,4-bln-lou
1885,4,1885-04-02,STL,PAT,6,4,4-pat-stl
1885,5,1885-04-03,DTN,CHC,11,8,5-chc-dtn
1885,5,1885-04-03,PIT,PHI,6,12,5-phi-pit
1885,5,1885-04-03,NYG,BSN,7,0,5-bsn-nyg
1885,5,1885-04-03,LOU,BLN,3,9,5-bln-lou
1885,5,1885-04-03,STL,PAT,11,6,5-pat-stl
1885,6,1885-04-04,BSN,PHI,7,6,6-phi-bsn
1885,6,1885-04-04,NYG,CHC,5,2,6-chc-nyg
1885,6,1885-04-04,DTN,PIT,11,9,6-pit-dtn
1885,6,1885-04-04,BRO,PAT,5,4,6-pat-bro
1885,6,1885-04-04,LOU,STL,4,7,6-stl-lou
1885,7,1885-04-06,BSN,PHI,9,6,7-phi-bsn
1885,7,1885-04-06,NYG,CHC,7,2,7-chc-nyg
1885,7,1885-04-06,DTN,PIT,6,1,7-pit-dtn
1885,7,1885-04-06,BRO,PAT,9,10,7-pat-bro
1885,7,1885-04-06,LOU,STL,6,0,7-stl-lou
1885,8,1885-04-07,BSN,PHI,5,3,8-phi-bsn
1885,8,1885-04-07,NYG,CHC,2,3,8-chc-nyg
1885,8,1885-04-07,DTN,PIT,8,5,8-pit-dtn
1885,8,1885-04-07,BRO,PAT,5,2,8-pat-bro
1885,8,1885-04-07,LOU,STL,8,2,8-stl-lou
1885,9,1885-04-08,BSN,PHI,9,6,9-phi-bsn
1885,9,1885-04-08,NYG,CHC,1,15,9-chc-nyg
1885,9,1885-04-08,DTN,PIT,13,5,9-pit-dtn
1885,9,1885-04-08,BRO,PAT,7,12,9-pat-bro
1885,9,1885-04-08,LOU,STL,3,4,9-stl-lou
1885,10,1885-04-09,BSN,PHI,7,6,10-phi-bsn
1885,10,1885-04-09,NYG,CHC,5,0,10-chc-nyg
1885,10,1885-04-09,DTN,PIT,1,2,10-pit-dtn
1885,10,1885-04-09,BRO,PAT,7,5,10-pat-bro
1885,10,1885-04-09,LOU,STL,10,8,10-stl-lou
1885,11,1885-04-10,PIT,NYG,4,8,11-nyg-pit
1885,11,1885-04-10,PHI,DTN,3,6,11-dtn-phi
1885,11,1885-04-10,BSN,CHC,13,8,11-chc-bsn
1885,11,1885-04-10,PAT,LOU,5,10,11-lou-pat
1885,11,1885-04-10,BRO,BLN,8,13,11-bln-bro
1885,12,1885-04-11,PHI,DTN,3,7,12-dtn-phi
1885,12,1885-04-11,PIT,NYG,8,4,12-nyg-pit
1885,12,1885-04-11,BSN,CHC,9,2,12-chc-bsn
1885,12,1885-04-11,PAT,LOU,7,8,12-lou-pat
1885,12,1885-04-11,BRO,BLN,3,2,12-bln-bro
1885,13,1885-04-13,PIT,NYG,2,3,13-nyg-pit
1885,13,1885-04-13,BSN,CHC,8,3,13-chc-bsn
1885,13,1885-04-13,PAT,LOU,3,2,13-lou-pat
1885,13,1885-04-13,BRO,BLN,1,12,13-bln-bro
1885,13,1885-04-13,PHI,DTN,2,3,13-dtn-phi
1885,14,1885-04-14,PIT,NYG,4,5,14-nyg-pit
1885,14,1885-04-14,BSN,CHC,6,4,14-chc-bsn
1885,14,1885-04-14,PHI,DTN,4,3,14-dtn-phi
1885,14,1885-04-14,PAT,LOU,10,14,14-lou-pat
1885,14,1885-04-14,BRO,BLN,3,2,14-bln-bro
1885,15,1885-04-15,BSN,CHC,12,4,15-chc-bsn
1885,15,1885-04-15,PIT,NYG,8,5,15-nyg-pit
1885,15,1885-04-15,PHI,DTN,12,6,15-dtn-phi
1885,15,1885-04-15,PAT,LOU,3,5,15-lou-pat
1885,15,1885-04-15,BRO,BLN,3,16,15-bln-bro
1885,16,1885-04-16,STL,BRO,4,3,16-bro-stl
1885,16,1885-04-16,PIT,BSN,7,6,16-bsn-pit
1885,16,1885-04-16,CHC,PHI,12,11,16-phi-chc
1885,16,1885-04-16,NYG,DTN,4,3,16-dtn-nyg
1885,16,1885-04-16,BLN,PAT,8,9,16-pat-bln
1885,18,1885-04-18,STL,BRO,4,0,18-bro-stl
1885,18,1885-04-18,CHC,PHI,2,3,18-phi-chc
1885,18,1885-04-18,PIT,BSN,9,4,18-bsn-pit
1885,18,1885-04-18,NYG,DTN,5,4,18-dtn-nyg
1885,18,1885-04-18,BLN,PAT,14,11,18-pat-bln
1885,17,1885-04-17,STL,BRO,4,0,17-bro-stl
1885,17,1885-04-17,CHC,PHI,7,6,17-phi-chc
1885,17,1885-04-17,PIT,BSN,2,5,17-bsn-pit
1885,17,1885-04-17,NYG,DTN,6,13,17-dtn-nyg
1885,17,1885-04-17,BLN,PAT,4,11,17-pat-bln
1885,19,1885-04-20,STL,BRO,6,5,19-bro-stl
1885,19,1885-04-20,NYG,DTN,4,3,19-dtn-nyg
1885,19,1885-04-20,CHC,PHI,3,2,19-phi-chc
1885,19,1885-04-20,PIT,BSN,2,4,19-bsn-pit
1885,19,1885-04-20,BLN,PAT,5,6,19-pat-bln
1885,20,1885-04-21,BLN,PAT,7,11,20-pat-bln
1885,20,1885-04-21,STL,BRO,10,2,20-bro-stl
1885,20,1885-04-21,NYG,DTN,5,4,20-dtn-nyg
1885,20,1885-04-21,CHC,PHI,6,5,20-phi-chc
1885,20,1885-04-21,PIT,BSN,3,9,20-bsn-pit
1885,21,1885-04-22,DTN,BSN,7,4,21-bsn-dtn
1885,21,1885-04-22,PHI,NYG,6,4,21-nyg-phi
1885,21,1885-04-22,LOU,BRO,0,7,21-bro-lou
1885,21,1885-04-22,CHC,PIT,3,0,21-pit-chc
1885,21,1885-04-22,BLN,STL,4,2,21-stl-bln
1885,22,1885-04-23,PHI,NYG,7,9,22-nyg-phi
1885,22,1885-04-23,CHC,PIT,2,0,22-pit-chc
1885,22,1885-04-23,BLN,STL,11,1,22-stl-bln
1885,22,1885-04-23,LOU,BRO,10,3,22-bro-lou
1885,22,1885-04-23,DTN,BSN,7,1,22-bsn-dtn
1885,23,1885-04-24,PHI,NYG,7,2,23-nyg-phi
1885,23,1885-04-24,CHC,PIT,12,11,23-pit-chc
1885,23,1885-04-24,DTN,BSN,4,18,23-bsn-dtn
1885,23,1885-04-24,LOU,BRO,14,3,23-bro-lou
1885,23,1885-04-24,BLN,STL,1,7,23-stl-bln
1885,24,1885-04-25,BLN,STL,4,5,24-stl-bln
1885,24,1885-04-25,PHI,NYG,8,3,24-nyg-phi
1885,24,1885-04-25,CHC,PIT,10,2,24-pit-chc
1885,24,1885-04-25,DTN,BSN,2,14,24-bsn-dtn
1885,24,1885-04-25,LOU,BRO,7,6,24-bro-lou
1885,25,1885-04-27,PHI,NYG,1,5,25-nyg-phi
1885,25,1885-04-27,DTN,BSN,2,1,25-bsn-dtn
1885,25,1885-04-27,BLN,STL,1,8,25-stl-bln
1885,25,1885-04-27,CHC,PIT,3,1,25-pit-chc
1885,25,1885-04-27,LOU,BRO,5,7,25-bro-lou
1885,26,1885-04-28,CHC,DTN,8,4,26-dtn-chc
1885,26,1885-04-28,BLN,LOU,11,6,26-lou-bln
1885,26,1885-04-28,PHI,PIT,9,1,26-pit-phi
1885,26,1885-04-28,PAT,STL,10,9,26-stl-pat
1885,26,1885-04-28,BSN,NYG,6,4,26-nyg-bsn
1885,27,1885-04-29,BSN,NYG,5,3,27-nyg-bsn
1885,27,1885-04-29,CHC,DTN,7,5,27-dtn-chc
1885,27,1885-04-29,BLN,LOU,3,12,27-lou-bln
1885,27,1885-04-29,PAT,STL,7,2,27-stl-pat
1885,27,1885-04-29,PHI,PIT,3,1,27-pit-phi
1885,28,1885-04-30,CHC,DTN,5,9,
1885,28,1885-04-30,PHI,PIT,2,1,
1885,28,1885-04-30,BSN,NYG,2,3,
1885,28,1885-04-30,BLN,LOU,2,7,
1885,28,1885-04-30,PAT,STL,4,11,
1885,28,1885-04-30,BRO,CIN,2,9,
1885,29,1885-05-01,CHC,DTN,10,3,
1885,29,1885-05-01,PHI,PIT,5,8,
1885,29,1885-05-01,BSN,NYG,12,8,
1885,29,1885-05-01,BLN,LOU,3,2,
1885,29,1885-05-01,PAT,STL,5,7,
1885,29,1885-05-01,BRO,CIN,4,1,
1885,30,1885-05-02,CHC,DTN,10,0,
1885,30,1885-05-02,PHI,PIT,5,4,
1885,30,1885-05-02,BSN,NYG,4,7,
1885,30,1885-05-02,BLN,LOU,5,7,
1885,30,1885-05-02,PAT,STL,7,9,
1885,30,1885-05-02,BRO,CIN,1,3,
1885,31,1885-05-03,PHI,BSN,6,14,
1885,31,1885-05-03,CHC,NYG,4,2,
1885,31,1885-05-03,PIT,DTN,1,8,
1885,31,1885-05-03,PAT,BRO,6,4,
1885,31,1885-05-03,BLN,CIN,7,12,
1885,31,1885-05-03,STL,LOU,6,2,
1885,32,1885-05-04,PHI,BSN,6,7,
1885,32,1885-05-04,CHC,NYG,8,11,
1885,32,1885-05-04,PIT,DTN,6,7,
1885,32,1885-05-04,PAT,BRO,9,8,
1885,32,1885-05-04,BLN,CIN,9,7,
1885,32,1885-05-04,STL,LOU,5,3,
1885,33,1885-05-06,PHI,BSN,7,3,
1885,33,1885-05-06,CHC,NYG,10,5,
1885,33,1885-05-06,PIT,DTN,1,24,
1885,33,1885-05-06,PAT,BRO,10,3,
1885,33,1885-05-06,STL,LOU,9,0,
1885,34,1885-05-07,PHI,BSN,4,5,
1885,34,1885-05-07,CHC,NYG,4,2,
1885,34,1885-05-07,PIT,DTN,12,1,
1885,34,1885-05-07,PAT,BRO,10,2,
1885,34,1885-05-07,STL,LOU,4,10,
1885,35,1885-05-08,PHI,BSN,9,5,
1885,35,1885-05-08,CHC,NYG,2,4,
1885,35,1885-05-08,PIT,DTN,4,3,
1885,35,1885-05-08,PAT,BRO,11,4,
1885,35,1885-05-08,STL,LOU,4,3,
1885,36,1885-05-09,NYG,PIT,8,3,
1885,36,1885-05-09,DTN,PHI,2,5,
1885,36,1885-05-09,CHC,BSN,6,8,
1885,36,1885-05-09,LOU,PAT,2,4,
1885,36,1885-05-09,BLN,BRO,11,1,
1885,37,1885-05-11,NYG,PIT,2,9,
1885,37,1885-05-11,DTN,PHI,6,5,
1885,37,1885-05-11,CHC,BSN,10,9,
1885,37,1885-05-11,LOU,PAT,5,4,
1885,37,1885-05-11,BLN,BRO,11,0,
1885,38,1885-05-12,NYG,PIT,4,3,
1885,38,1885-05-12,DTN,PHI,1,3,
1885,38,1885-05-12,CHC,BSN,10,14,
1885,38,1885-05-12,LOU,PAT,3,5,
1885,38,1885-05-12,BLN,BRO,5,0,
1885,39,1885-05-13,NYG,PIT,12,1,
1885,39,1885-05-13,DTN,PHI,9,2,
1885,39,1885-05-13,CHC,BSN,12,11,
1885,39,1885-05-13,LOU,PAT,7,11,
1885,39,1885-05-13,BLN,BRO,8,5,
1885,40,1885-05-14,NYG,PIT,5,1,
1885,40,1885-05-14,DTN,PHI,4,3,
1885,40,1885-05-14,CHC,BSN,5,6,
1885,40,1885-05-14,LOU,PAT,5,3,
1885,40,1885-05-14,BLN,BRO,18,3,
1885,41,1885-05-15,PHI,CHC,11,7,
1885,41,1885-05-15,BSN,PIT,3,2,
1885,41,1885-05-15,DTN,NYG,7,5,
1885,41,1885-05-15,PAT,BLN,9,20,
1885,41,1885-05-15,BRO,STL,0,9,
1885,42,1885-05-16,PHI,CHC,9,7,
1885,42,1885-05-16,BSN,PIT,6,5,
1885,42,1885-05-16,DTN,NYG,2,5,
1885,42,1885-05-16,PAT,BLN,5,7,
1885,42,1885-05-16,BRO,STL,3,2,
1885,43,1885-05-18,PHI,CHC,7,6,
1885,43,1885-05-18,BSN,PIT,9,5,
1885,43,1885-05-18,DTN,NYG,5,7,
1885,43,1885-05-18,PAT,BLN,4,5,
1885,43,1885-05-18,BRO,STL,1,6,
1885,44,1885-05-19,PHI,CHC,9,2,
1885,44,1885-05-19,BSN,PIT,4,8,
1885,44,1885-05-19,DTN,NYG,2,1,
1885,44,1885-05-19,PAT,BLN,5,6,
1885,44,1885-05-19,BRO,STL,14,4,
1885,45,1885-05-20,PHI,CHC,7,1,
1885,45,1885-05-20,BSN,PIT,10,3,
1885,45,1885-05-20,DTN,NYG,2,6,
1885,45,1885-05-20,PAT,BLN,8,6,
1885,45,1885-05-20,BRO,STL,1,7,
1885,46,1885-05-21,BSN,DTN,9,8,
1885,46,1885-05-21,PIT,CHC,7,6,
1885,46,1885-05-21,NYG,PHI,2,1,
1885,46,1885-05-21,BRO,LOU,2,5,
1885,46,1885-05-21,STL,BLN,4,7,
1885,47,1885-05-22,BSN,DTN,13,8,
1885,47,1885-05-22,PIT,CHC,4,6,
1885,47,1885-05-22,NYG,PHI,2,4,
1885,47,1885-05-22,BRO,LOU,1,0,
1885,47,1885-05-22,STL,BLN,9,1,
1885,48,1885-05-23,BSN,DTN,5,11,
1885,48,1885-05-23,PIT,CHC,6,10,
1885,48,1885-05-23,NYG,PHI,9,7,
1885,48,1885-05-23,BRO,LOU,1,3,
1885,48,1885-05-23,STL,BLN,6,3,
1885,49,1885-05-25,BSN,DTN,5,3,
1885,49,1885-05-25,PIT,CHC,1,14,
1885,49,1885-05-25,NYG,PHI,5,4,
1885,49,1885-05-25,BRO,LOU,7,5,
1885,49,1885-05-25,STL,BLN,7,5,
1885,50,1885-05-26,BSN,DTN,5,2,
1885,50,1885-05-26,PIT,CHC,6,17,
1885,50,1885-05-26,NYG,PHI,8,9,
1885,50,1885-05-26,BRO,LOU,1,18,
1885,50,1885-05-26,STL,BLN,5,2,
1885,51,1885-05-27,DTN,CHC,1,6,
1885,51,1885-05-27,PIT,PHI,5,6,
1885,51,1885-05-27,NYG,BSN,8,17,
1885,51,1885-05-27,LOU,BLN,3,2,
1885,51,1885-05-27,STL,PAT,10,1,
1885,52,1885-05-28,DTN,CHC,5,2,
1885,52,1885-05-28,PIT,PHI,3,8,
1885,52,1885-05-28,NYG,BSN,6,10,
1885,52,1885-05-28,LOU,BLN,3,2,
1885,52,1885-05-28,STL,PAT,3,9,
1885,53,1885-05-29,DTN,CHC,6,8,
1885,53,1885-05-29,PIT,PHI,1,3,
1885,53,1885-05-29,NYG,BSN,1,3,
1885,53,1885-05-29,LOU,BLN,9,3,
1885,53,1885-05-29,STL,PAT,5,7,
1885,54,1885-05-30,DTN,CHC,5,4,
1885,54,1885-05-30,PIT,PHI,0,5,
1885,54,1885-05-30,NYG,BSN,2,4,
1885,54,1885-05-30,LOU,BLN,6,2,
1885,54,1885-05-30,STL,PAT,4,10,
1885,55,1885-06-01,BSN,PHI,10,9,
1885,55,1885-06-01,NYG,CHC,0,18,
1885,55,1885-06-01,DTN,PIT,13,5,
1885,55,1885-06-01,BRO,PAT,4,3,
1885,55,1885-06-01,LOU,STL,4,10,
1885,56,1885-06-02,BSN,PHI,11,9,
1885,56,1885-06-02,NYG,CHC,3,8,
1885,56,1885-06-02,DTN,PIT,0,10,
1885,56,1885-06-02,BRO,PAT,7,6,
1885,56,1885-06-02,LOU,STL,7,0,
1885,57,1885-06-03,BSN,PHI,6,11,
1885,57,1885-06-03,NYG,CHC,8,9,
1885,57,1885-06-03,DTN,PIT,2,5,
1885,57,1885-06-03,BRO,PAT,1,12,
1885,57,1885-06-03,LOU,STL,6,3,
1885,58,1885-06-04,PIT,NYG,1,6,
1885,58,1885-06-04,PHI,DTN,7,5,
1885,58,1885-06-04,BSN,CHC,6,12,
1885,58,1885-06-04,PAT,LOU,3,5,
1885,58,1885-06-04,BRO,BLN,7,8,
1885,59,1885-06-05,PIT,NYG,5,9,
1885,59,1885-06-05,PHI,DTN,2,0,
1885,59,1885-06-05,BSN,CHC,5,4,
1885,59,1885-06-05,PAT,LOU,1,8,
1885,59,1885-06-05,BRO,BLN,0,14,
1885,60,1885-06-06,PIT,NYG,5,8,
1885,60,1885-06-06,PHI,DTN,0,1,
1885,60,1885-06-06,BSN,CHC,7,8,
1885,60,1885-06-06,PAT,LOU,6,4,
1885,60,1885-06-06,BRO,BLN,5,11,
1885,61,1885-06-08,CHC,PHI,5,4,
1885,61,1885-06-08,PIT,BSN,5,8,
1885,61,1885-06-08,NYG,DTN,4,3,
1885,61,1885-06-08,BLN,PAT,14,11,
1885,61,1885-06-08,STL,BRO,16,4,
1885,62,1885-06-09,CHC,PHI,4,3,
1885,62,1885-06-09,PIT,BSN,4,2,
1885,62,1885-06-09,NYG,DTN,1,4,
1885,62,1885-06-09,BLN,PAT,10,5,
1885,62,1885-06-09,STL,BRO,2,0,
1885,63,1885-06-10,CHC,PHI,7,11,
1885,63,1885-06-10,PIT,BSN,5,8,
1885,63,1885-06-10,NYG,DTN,6,5,
1885,63,1885-06-10,BLN,PAT,4,9,
1885,63,1885-06-10,STL,BRO,3,2,
1885,64,1885-06-11,DTN,BSN,6,10,
1885,64,1885-06-11,CHC,PIT,20,5,
1885,64,1885-06-11,PHI,NYG,5,4,
1885,64,1885-06-11,LOU,BRO,6,3,
1885,64,1885-06-11,BLN,STL,1,3,
1885,65,1885-06-12,DTN,BSN,9,1,
1885,65,1885-06-12,CHC,PIT,12,1,
1885,65,1885-06-12,PHI,NYG,3,2,
1885,65,1885-06-12,LOU,BRO,6,2,
1885,65,1885-06-12,BLN,STL,4,8,
1885,66,1885-06-13,DTN,BSN,3,4,
1885,66,1885-06-13,CHC,PIT,10,3,
1885,66,1885-06-13,PHI,NYG,0,2,
1885,66,1885-06-13,LOU,BRO,9,5,
1885,66,1885-06-13,BLN,STL,8,6,
1885,67,1885-06-15,CHC,DTN,8,11,
1885,67,1885-06-15,PHI,PIT,6,0,
1885,67,1885-06-15,BSN,NYG,6,12,
1885,67,1885-06-15,BLN,LOU,1,16,
1885,67,1885-06-15,PAT,STL,1,8,
1885,68,1885-06-16,CHC,DTN,4,9,
1885,68,1885-06-16,PHI,PIT,9,10,
1885,68,1885-06-16,BSN,NYG,10,6,
1885,68,1885-06-16,BLN,LOU,11,6,
1885,68,1885-06-16,PAT,STL,3,15,
1885,69,1885-06-17,CHC,DTN,0,6,
1885,69,1885-06-17,PHI,PIT,6,8,
1885,69,1885-06-17,BSN,NYG,8,4,
1885,69,1885-06-17,BLN,LOU,8,7,
1885,69,1885-06-17,PAT,STL,0,5,
1885,70,1885-06-18,CHC,DTN,11,8,
1885,70,1885-06-18,PHI,PIT,9,2,
1885,70,1885-06-18,BSN,NYG,0,4,
1885,70,1885-06-18,BLN,LOU,8,2,
