Season,GameNum,Date,HomeAbbr,AwayAbbr,HomeScore,AwayScore,BoxScoreSlug
1886,7,1886-04-05,NYG,CHC,,,
1886,7,1886-04-05,CLV,PHI,,,
1886,7,1886-04-05,PAT,BLN,,,
1886,7,1886-04-05,STL,LOU,,,
1886,7,1886-04-05,CIN,BRO,,,
1886,8,1886-04-06,BSN,PIT,,,
1886,8,1886-04-06,NYG,CHC,,,
1886,8,1886-04-06,CLV,PHI,,,
1886,8,1886-04-06,PAT,BLN,,,
1886,8,1886-04-06,STL,LOU,,,
1886,8,1886-04-06,CIN,BRO,,,
1886,9,1886-04-07,BSN,PIT,,,
1886,9,1886-04-07,NYG,CHC,,,
1886,9,1886-04-07,CLV,PHI,,,
1886,9,1886-04-07,PAT,BLN,,,
1886,9,1886-04-07,STL,LOU,,,
1886,9,1886-04-07,CIN,BRO,,,
1886,10,1886-04-08,BSN,PIT,,,
1886,10,1886-04-08,NYG,CHC,,,
1886,10,1886-04-08,CLV,PHI,,,
1886,10,1886-04-08,PAT,BLN,,,
1886,10,1886-04-08,STL,LOU,,,
1886,10,1886-04-08,CIN,BRO,,,
1886,11,1886-04-09,BSN,PIT,,,
1886,11,1886-04-09,NYG,CHC,,,
1886,11,1886-04-09,CLV,PHI,,,
1886,11,1886-04-09,PAT,BLN,,,
1886,11,1886-04-09,STL,LOU,,,
1886,11,1886-04-09,CIN,BRO,,,
1886,12,1886-04-10,BSN,PIT,,,
1886,12,1886-04-10,NYG,CHC,,,
1886,12,1886-04-10,CLV,PHI,,,
1886,12,1886-04-10,PAT,BLN,,,
1886,12,1886-04-10,STL,LOU,,,
1886,12,1886-04-10,CIN,BRO,,,
1886,13,1886-04-12,PHI,NYG,,,
1886,13,1886-04-12,PIT,CLV,,,
1886,13,1886-04-12,BSN,CHC,,,
1886,13,1886-04-12,BRO,STL,,,
1886,13,1886-04-12,BLN,CIN,,,
1886,13,1886-04-12,PAT,LOU,,,
1886,14,1886-04-13,PHI,NYG,,,
1886,14,1886-04-13,PIT,CLV,,,
1886,14,1886-04-13,BSN,CHC,,,
1886,14,1886-04-13,BRO,STL,,,
1886,14,1886-04-13,BLN,CIN,,,
1886,14,1886-04-13,PAT,LOU,,,
1886,15,1886-04-14,PHI,NYG,,,
1886,15,1886-04-14,PIT,CLV,,,
1886,15,1886-04-14,BSN,CHC,,,
1886,15,1886-04-14,BRO,STL,,,
1886,15,1886-04-14,BLN,CIN,,,
1886,15,1886-04-14,PAT,LOU,,,
1886,16,1886-04-15,PHI,NYG,,,
1886,16,1886-04-15,PIT,CLV,,,
1886,16,1886-04-15,BSN,CHC,,,
1886,16,1886-04-15,BRO,STL,,,
1886,16,1886-04-15,BLN,CIN,,,
1886,16,1886-04-15,PAT,LOU,,,
1886,17,1886-04-16,PHI,NYG,,,
1886,17,1886-04-16,PIT,CLV,,,
1886,17,1886-04-16,BSN,CHC,,,
1886,17,1886-04-16,BRO,STL,,,
1886,17,1886-04-16,BLN,CIN,,,
1886,17,1886-04-16,PAT,LOU,,,
1886,18,1886-04-17,PHI,NYG,,,
1886,18,1886-04-17,PIT,CLV,,,
1886,18,1886-04-17,BSN,CHC,,,
1886,18,1886-04-17,BRO,STL,,,
1886,18,1886-04-17,BLN,CIN,,,
1886,18,1886-04-17,PAT,LOU,,,
1886,19,1886-04-19,CHC,PIT,,,
1886,19,1886-04-19,PHI,BSN,,,
1886,19,1886-04-19,NYG,CLV,,,
1886,19,1886-04-19,LOU,BLN,,,
1886,19,1886-04-19,BRO,PAT,,,
1886,19,1886-04-19,STL,CIN,,,
1886,20,1886-04-20,CHC,PIT,,,
1886,20,1886-04-20,PHI,BSN,,,
1886,20,1886-04-20,NYG,CLV,,,
1886,20,1886-04-20,LOU,BLN,,,
1886,20,1886-04-20,BRO,PAT,,,
1886,20,1886-04-20,STL,CIN,,,
1886,21,1886-04-21,CHC,PIT,,,
1886,21,1886-04-21,PHI,BSN,,,
1886,21,1886-04-21,NYG,CLV,,,
1886,21,1886-04-21,LOU,BLN,,,
1886,21,1886-04-21,BRO,PAT,,,
1886,21,1886-04-21,STL,CIN,,,
1886,22,1886-04-22,CHC,PIT,,,
1886,22,1886-04-22,PHI,BSN,,,
1886,22,1886-04-22,NYG,CLV,,,
1886,22,1886-04-22,LOU,BLN,,,
1886,22,1886-04-22,BRO,PAT,,,
1886,22,1886-04-22,STL,CIN,,,
1886,23,1886-04-23,CHC,PIT,,,
1886,23,1886-04-23,PHI,BSN,,,
1886,23,1886-04-23,NYG,CLV,,,
1886,23,1886-04-23,LOU,BLN,,,
1886,23,1886-04-23,BRO,PAT,,,
1886,23,1886-04-23,STL,CIN,,,
1886,24,1886-04-24,CHC,PIT,,,
1886,24,1886-04-24,PHI,BSN,,,
1886,24,1886-04-24,NYG,CLV,,,
1886,24,1886-04-24,LOU,BLN,,,
1886,24,1886-04-24,BRO,PAT,,,
1886,24,1886-04-24,STL,CIN,,,
1886,25,1886-04-26,CLV,BSN,,,
1886,25,1886-04-26,CHC,PHI,,,
1886,25,1886-04-26,PIT,NYG,,,
1886,25,1886-04-26,CIN,PAT,,,
1886,25,1886-04-26,LOU,BRO,,,
1886,25,1886-04-26,BLN,STL,,,
1886,26,1886-04-27,CLV,BSN,,,
1886,26,1886-04-27,CHC,PHI,,,
1886,26,1886-04-27,PIT,NYG,,,
1886,26,1886-04-27,CIN,PAT,,,
1886,26,1886-04-27,LOU,BRO,,,
1886,26,1886-04-27,BLN,STL,,,
1886,27,1886-04-28,CLV,BSN,,,
1886,27,1886-04-28,CHC,PHI,,,
1886,27,1886-04-28,PIT,NYG,,,
1886,27,1886-04-28,CIN,PAT,,,
1886,27,1886-04-28,LOU,BRO,,,
1886,27,1886-04-28,BLN,STL,,,
1886,28,1886-04-29,CLV,BSN,,,
1886,28,1886-04-29,CHC,PHI,,,
1886,28,1886-04-29,PIT,NYG,,,
1886,28,1886-04-29,CIN,PAT,,,
1886,28,1886-04-29,LOU,BRO,,,
1886,28,1886-04-29,BLN,STL,,,
1886,29,1886-04-30,CLV,BSN,,,
1886,29,1886-04-30,CHC,PHI,,,
1886,29,1886-04-30,PIT,NYG,,,
1886,29,1886-04-30,CIN,PAT,,,
1886,29,1886-04-30,LOU,BRO,,,
1886,29,1886-04-30,BLN,STL,,,
1886,30,1886-05-01,CLV,BSN,,,
1886,30,1886-05-01,CHC,PHI,,,
1886,30,1886-05-01,PIT,NYG,,,
1886,30,1886-05-01,CIN,PAT,,,
1886,30,1886-05-01,LOU,BRO,,,
1886,30,1886-05-01,BLN,STL,,,
1886,31,1886-05-03,PIT,BSN,,,
1886,31,1886-05-03,CHC,NYG,,,
1886,31,1886-05-03,PHI,CLV,,,
1886,31,1886-05-03,BLN,PAT,,,
1886,31,1886-05-03,LOU,STL,,,
1886,31,1886-05-03,BRO,CIN,,,
1886,32,1886-05-04,PIT,BSN,,,
1886,32,1886-05-04,CHC,NYG,,,
1886,32,1886-05-04,PHI,CLV,,,
1886,32,1886-05-04,BLN,PAT,,,
1886,32,1886-05-04,LOU,STL,,,
1886,32,1886-05-04,BRO,CIN,,,
1886,33,1886-05-05,PIT,BSN,,,
1886,33,1886-05-05,CHC,NYG,,,
1886,33,1886-05-05,PHI,CLV,,,
1886,33,1886-05-05,BLN,PAT,,,
1886,33,1886-05-05,LOU,STL,,,
1886,33,1886-05-05,BRO,CIN,,,
1886,34,1886-05-06,PIT,BSN,,,
1886,34,1886-05-06,CHC,NYG,,,
1886,34,1886-05-06,PHI,CLV,,,
1886,34,1886-05-06,BLN,PAT,,,
1886,34,1886-05-06,LOU,STL,,,
1886,34,1886-05-06,BRO,CIN,,,
1886,35,1886-05-07,PIT,BSN,,,
1886,35,1886-05-07,CHC,NYG,,,
1886,35,1886-05-07,PHI,CLV,,,
1886,35,1886-05-07,BLN,PAT,,,
1886,35,1886-05-07,LOU,STL,,,
1886,35,1886-05-07,BRO,CIN,,,
1886,36,1886-05-08,PIT,BSN,,,
1886,36,1886-05-08,CHC,NYG,,,
1886,36,1886-05-08,PHI,CLV,,,
1886,36,1886-05-08,BLN,PAT,,,
1886,36,1886-05-08,LOU,STL,,,
1886,36,1886-05-08,BRO,CIN,,,
1886,37,1886-05-10,NYG,PHI,,,
1886,37,1886-05-10,CLV,PIT,,,
1886,37,1886-05-10,CHC,BSN,,,
1886,37,1886-05-10,STL,BRO,,,
1886,37,1886-05-10,CIN,BLN,,,
1886,37,1886-05-10,LOU,PAT,,,
1886,38,1886-05-11,NYG,PHI,,,
1886,38,1886-05-11,CLV,PIT,,,
1886,38,1886-05-11,CHC,BSN,,,
1886,38,1886-05-11,STL,BRO,,,
1886,38,1886-05-11,CIN,BLN,,,
1886,38,1886-05-11,LOU,PAT,,,
1886,39,1886-05-12,NYG,PHI,,,
1886,39,1886-05-12,CLV,PIT,,,
1886,39,1886-05-12,CHC,BSN,,,
1886,39,1886-05-12,STL,BRO,,,
1886,39,1886-05-12,CIN,BLN,,,
1886,39,1886-05-12,LOU,PAT,,,
1886,40,1886-05-13,NYG,PHI,,,
1886,40,1886-05-13,CLV,PIT,,,
1886,40,1886-05-13,CHC,BSN,,,
1886,40,1886-05-13,STL,BRO,,,
1886,40,1886-05-13,CIN,BLN,,,
1886,40,1886-05-13,LOU,PAT,,,
1886,41,1886-05-14,NYG,PHI,,,
1886,41,1886-05-14,CLV,PIT,,,
1886,41,1886-05-14,CHC,BSN,,,
1886,41,1886-05-14,STL,BRO,,,
1886,41,1886-05-14,CIN,BLN,,,
1886,41,1886-05-14,LOU,PAT,,,
1886,42,1886-05-15,NYG,PHI,,,
1886,42,1886-05-15,CLV,PIT,,,
1886,42,1886-05-15,CHC,BSN,,,
1886,42,1886-05-15,STL,BRO,,,
1886,42,1886-05-15,CIN,BLN,,,
1886,42,1886-05-15,LOU,PAT,,,
1886,43,1886-05-17,PIT,CHC,,,
1886,43,1886-05-17,BSN,PHI,,,
1886,43,1886-05-17,CLV,NYG,,,
1886,43,1886-05-17,BLN,LOU,,,
1886,43,1886-05-17,PAT,BRO,,,
1886,43,1886-05-17,CIN,STL,,,
1886,44,1886-05-18,PIT,CHC,,,
1886,44,1886-05-18,BSN,PHI,,,
1886,44,1886-05-18,CLV,NYG,,,
1886,44,1886-05-18,BLN,LOU,,,
1886,44,1886-05-18,PAT,BRO,,,
1886,44,1886-05-18,CIN,STL,,,
1886,45,1886-05-19,PIT,CHC,,,
1886,45,1886-05-19,BSN,PHI,,,
1886,45,1886-05-19,CLV,NYG,,,
1886,45,1886-05-19,BLN,LOU,,,
1886,45,1886-05-19,PAT,BRO,,,
1886,45,1886-05-19,CIN,STL,,,
1886,46,1886-05-20,PIT,CHC,,,
1886,46,1886-05-20,BSN,PHI,,,
1886,46,1886-05-20,CLV,NYG,,,
1886,46,1886-05-20,BLN,LOU,,,
1886,46,1886-05-20,PAT,BRO,,,
1886,46,1886-05-20,CIN,STL,,,
1886,47,1886-05-21,PIT,CHC,,,
1886,47,1886-05-21,BSN,PHI,,,
1886,47,1886-05-21,CLV,NYG,,,
1886,47,1886-05-21,BLN,LOU,,,
1886,47,1886-05-21,PAT,BRO,,,
1886,47,1886-05-21,CIN,STL,,,
1886,48,1886-05-22,PIT,CHC,,,
1886,48,1886-05-22,BSN,PHI,,,
1886,48,1886-05-22,CLV,NYG,,,
1886,48,1886-05-22,BLN,LOU,,,
1886,48,1886-05-22,PAT,BRO,,,
1886,48,1886-05-22,CIN,STL,,,
1886,49,1886-05-24,BSN,CLV,,,
1886,49,1886-05-24,PHI,CHC,,,
1886,49,1886-05-24,NYG,PIT,,,
1886,49,1886-05-24,PAT,CIN,,,
1886,49,1886-05-24,BRO,LOU,,,
1886,49,1886-05-24,STL,BLN,,,
1886,50,1886-05-25,BSN,CLV,,,
1886,50,1886-05-25,PHI,CHC,,,
1886,50,1886-05-25,NYG,PIT,,,
1886,50,1886-05-25,PAT,CIN,,,
1886,50,1886-05-25,BRO,LOU,,,
1886,50,1886-05-25,STL,BLN,,,
1886,51,1886-05-26,BSN,CLV,,,
1886,51,1886-05-26,PHI,CHC,,,
1886,51,1886-05-26,NYG,PIT,,,
1886,51,1886-05-26,PAT,CIN,,,
1886,51,1886-05-26,BRO,LOU,,,
1886,51,1886-05-26,STL,BLN,,,
1886,52,1886-05-27,BSN,CLV,,,
1886,52,1886-05-27,PHI,CHC,,,
1886,52,1886-05-27,NYG,PIT,,,
1886,52,1886-05-27,PAT,CIN,,,
1886,52,1886-05-27,BRO,LOU,,,
1886,52,1886-05-27,STL,BLN,,,
1886,53,1886-05-28,BSN,CLV,,,
1886,53,1886-05-28,PHI,CHC,,,
1886,53,1886-05-28,NYG,PIT,,,
1886,53,1886-05-28,PAT,CIN,,,
1886,53,1886-05-28,BRO,LOU,,,
1886,53,1886-05-28,STL,BLN,,,
1886,54,1886-05-29,BSN,CLV,,,
1886,54,1886-05-29,PHI,CHC,,,
1886,54,1886-05-29,NYG,PIT,,,
1886,54,1886-05-29,PAT,CIN,,,
1886,54,1886-05-29,BRO,LOU,,,
1886,54,1886-05-29,STL,BLN,,,
1886,55,1886-05-31,BSN,PIT,,,
1886,55,1886-05-31,NYG,CHC,,,
1886,55,1886-05-31,CLV,PHI,,,
1886,55,1886-05-31,PAT,BLN,,,
1886,55,1886-05-31,STL,LOU,,,
1886,55,1886-05-31,CIN,BRO,,,
1886,56,1886-06-01,BSN,PIT,,,
1886,56,1886-06-01,NYG,CHC,,,
1886,56,1886-06-01,CLV,PHI,,,
1886,56,1886-06-01,PAT,BLN,,,
1886,56,1886-06-01,STL,LOU,,,
1886,56,1886-06-01,CIN,BRO,,,
1886,57,1886-06-02,BSN,PIT,,,
1886,57,1886-06-02,NYG,CHC,,,
1886,57,1886-06-02,CLV,PHI,,,
1886,57,1886-06-02,PAT,BLN,,,
1886,57,1886-06-02,STL,LOU,,,
1886,57,1886-06-02,CIN,BRO,,,
1886,58,1886-06-03,BSN,PIT,,,
1886,58,1886-06-03,NYG,CHC,,,
1886,58,1886-06-03,CLV,PHI,,,
1886,58,1886-06-03,PAT,BLN,,,
1886,58,1886-06-03,STL,LOU,,,
1886,58,1886-06-03,CIN,BRO,,,
1886,59,1886-06-04,BSN,PIT,,,
1886,59,1886-06-04,NYG,CHC,,,
1886,59,1886-06-04,CLV,PHI,,,
1886,59,1886-06-04,PAT,BLN,,,
1886,59,1886-06-04,STL,LOU,,,
1886,59,1886-06-04,CIN,BRO,,,
1886,60,1886-06-05,BSN,PIT,,,
1886,60,1886-06-05,NYG,CHC,,,
1886,60,1886-06-05,CLV,PHI,,,
1886,60,1886-06-05,PAT,BLN,,,
1886,60,1886-06-05,STL,LOU,,,
1886,60,1886-06-05,CIN,BRO,,,
1886,61,1886-06-07,CHC,PIT,,,
1886,61,1886-06-07,PHI,BSN,,,
1886,61,1886-06-07,NYG,CLV,,,
1886,61,1886-06-07,LOU,BLN,,,
1886,61,1886-06-07,BRO,PAT,,,
1886,61,1886-06-07,STL,CIN,,,
1886,62,1886-06-08,CHC,PIT,,,
1886,62,1886-06-08,PHI,BSN,,,
1886,62,1886-06-08,NYG,CLV,,,
1886,62,1886-06-08,LOU,BLN,,,
1886,62,1886-06-08,BRO,PAT,,,
1886,62,1886-06-08,STL,CIN,,,
1886,63,1886-06-09,CHC,PIT,,,
1886,63,1886-06-09,PHI,BSN,,,
1886,63,1886-06-09,NYG,CLV,,,
1886,63,1886-06-09,LOU,BLN,,,
1886,63,1886-06-09,BRO,PAT,,,
1886,63,1886-06-09,STL,CIN,,,
1886,64,1886-06-10,CHC,PIT,,,
1886,64,1886-06-10,PHI,BSN,,,
1886,64,1886-06-10,NYG,CLV,,,
1886,64,1886-06-10,LOU,BLN,,,
1886,64,1886-06-10,BRO,PAT,,,
1886,64,1886-06-10,STL,CIN,,,
1886,65,1886-06-11,CHC,PIT,,,
1886,65,1886-06-11,PHI,BSN,,,
1886,65,1886-06-11,NYG,CLV,,,
1886,65,1886-06-11,LOU,BLN,,,
1886,65,1886-06-11,BRO,PAT,,,
1886,65,1886-06-11,STL,CIN,,,
1886,66,1886-06-12,CHC,PIT,,,
1886,66,1886-06-12,PHI,BSN,,,
1886,66,1886-06-12,NYG,CLV,,,
1886,66,1886-06-12,LOU,BLN,,,
1886,66,1886-06-12,BRO,PAT,,,
1886,66,1886-06-12,STL,CIN,,,
1886,67,1886-06-14,CHC,CLV,,,
1886,67,1886-06-14,PIT,PHI,,,
1886,67,1886-06-14,BSN,NYG,,,
1886,67,1886-06-14,LOU,CIN,,,
1886,67,1886-06-14,BLN,BRO,,,
1886,67,1886-06-14,PAT,STL,,,
1886,68,1886-06-15,CHC,CLV,,,
1886,68,1886-06-15,PIT,PHI,,,
1886,68,1886-06-15,BSN,NYG,,,
1886,68,1886-06-15,LOU,CIN,,,
1886,68,1886-06-15,BLN,BRO,,,
1886,68,1886-06-15,PAT,STL,,,
1886,69,1886-06-16,CHC,CLV,,,
1886,69,1886-06-16,PIT,PHI,,,
1886,69,1886-06-16,BSN,NYG,,,
1886,69,1886-06-16,LOU,CIN,,,
1886,69,1886-06-16,BLN,BRO,,,
1886,69,1886-06-16,PAT,STL,,,
1886,70,1886-06-17,CHC,CLV,,,
1886,70,1886-06-17,PIT,PHI,,,
1886,70,1886-06-17,BSN,NYG,,,
1886,70,1886-06-17,LOU,CIN,,,
1886,70,1886-06-17,BLN,BRO,,,
1886,70,1886-06-17,PAT,STL,,,
1886,71,1886-06-18,CHC,CLV,,,
1886,71,1886-06-18,PIT,PHI,,,
1886,71,1886-06-18,BSN,NYG,,,
1886,71,1886-06-18,LOU,CIN,,,
1886,71,1886-06-18,BLN,BRO,,,
1886,71,1886-06-18,PAT,STL,,,
1886,72,1886-06-19,CHC,CLV,,,
1886,72,1886-06-19,PIT,PHI,,,
1886,72,1886-06-19,BSN,NYG,,,
1886,72,1886-06-19,LOU,CIN,,,
1886,72,1886-06-19,BLN,BRO,,,
1886,72,1886-06-19,PAT,STL,,,
1886,73,1886-06-21,PIT,BSN,,,
1886,73,1886-06-21,CHC,NYG,,,
1886,73,1886-06-21,PHI,CLV,,,
1886,73,1886-06-21,BLN,PAT,,,
1886,73,1886-06-21,LOU,STL,,,
1886,73,1886-06-21,BRO,CIN,,,
1886,74,1886-06-22,PIT,BSN,,,
1886,74,1886-06-22,CHC,NYG,,,
1886,74,1886-06-22,PHI,CLV,,,
1886,74,1886-06-22,BLN,PAT,,,
1886,74,1886-06-22,LOU,STL,,,
1886,74,1886-06-22,BRO,CIN,,,
1886,75,1886-06-23,PIT,BSN,,,
1886,75,1886-06-23,CHC,NYG,,,
1886,75,1886-06-23,PHI,CLV,,,
1886,75,1886-06-23,BLN,PAT,,,
1886,75,1886-06-23,LOU,STL,,,
1886,75,1886-06-23,BRO,CIN,,,
1886,76,1886-06-24,PIT,BSN,,,
1886,76,1886-06-24,CHC,NYG,,,
1886,76,1886-06-24,PHI,CLV,,,
1886,76,1886-06-24,BLN,PAT,,,
1886,76,1886-06-24,LOU,STL,,,
1886,76,1886-06-24,BRO,CIN,,,
1886,77,1886-06-25,PIT,BSN,,,
1886,77,1886-06-25,CHC,NYG,,,
1886,77,1886-06-25,PHI,CLV,,,
1886,77,1886-06-25,BLN,PAT,,,
1886,77,1886-06-25,LOU,STL,,,
1886,77,1886-06-25,BRO,CIN,,,
1886,78,1886-06-26,PIT,BSN,,,
1886,78,1886-06-26,CHC,NYG,,,
1886,78,1886-06-26,PHI,CLV,,,
1886,78,1886-06-26,BLN,PAT,,,
1886,78,1886-06-26,LOU,STL,,,
1886,78,1886-06-26,BRO,CIN,,,
1886,79,1886-06-28,PIT,CHC,,,
1886,79,1886-06-28,BSN,PHI,,,
1886,79,1886-06-28,CLV,NYG,,,
1886,79,1886-06-28,BLN,LOU,,,
1886,79,1886-06-28,PAT,BRO,,,
1886,79,1886-06-28,CIN,STL,,,
1886,80,1886-06-29,PIT,CHC,,,
1886,80,1886-06-29,BSN,PHI,,,
1886,80,1886-06-29,CLV,NYG,,,
1886,80,1886-06-29,BLN,LOU,,,
1886,80,1886-06-29,PAT,BRO,,,
1886,80,1886-06-29,CIN,STL,,,
1886,81,1886-06-30,PIT,CHC,,,
1886,81,1886-06-30,BSN,PHI,,,
1886,81,1886-06-30,CLV,NYG,,,
1886,81,1886-06-30,BLN,LOU,,,
1886,81,1886-06-30,PAT,BRO,,,
1886,81,1886-06-30,CIN,STL,,,
1886,82,1886-07-01,PIT,CHC,,,
1886,82,1886-07-01,BSN,PHI,,,
1886,82,1886-07-01,CLV,NYG,,,
1886,82,1886-07-01,BLN,LOU,,,
1886,82,1886-07-01,PAT,BRO,,,
1886,82,1886-07-01,CIN,STL,,,
1886,83,1886-07-12,PIT,CHC,,,
1886,83,1886-07-12,BSN,PHI,,,
1886,83,1886-07-12,CLV,NYG,,,
1886,83,1886-07-12,BLN,LOU,,,
1886,83,1886-07-12,PAT,BRO,,,
1886,83,1886-07-12,CIN,STL,,,
1886,84,1886-07-13,PIT,CHC,,,
1886,84,1886-07-13,BSN,PHI,,,
1886,84,1886-07-13,CLV,NYG,,,
1886,84,1886-07-13,BLN,LOU,,,
1886,84,1886-07-13,PAT,BRO,,,
1886,84,1886-07-13,CIN,STL,,,
1886,85,1886-07-14,CHC,CLV,,,
1886,85,1886-07-14,PIT,PHI,,,
1886,85,1886-07-14,BSN,NYG,,,
1886,85,1886-07-14,LOU,CIN,,,
1886,85,1886-07-14,BLN,BRO,,,
1886,85,1886-07-14,PAT,STL,,,
1886,86,1886-07-15,CHC,CLV,,,
1886,86,1886-07-15,PIT,PHI,,,
1886,86,1886-07-15,BSN,NYG,,,
1886,86,1886-07-15,LOU,CIN,,,
1886,86,1886-07-15,BLN,BRO,,,
1886,86,1886-07-15,PAT,STL,,,
1886,87,1886-07-16,CHC,CLV,,,
1886,87,1886-07-16,PIT,PHI,,,
1886,87,1886-07-16,BSN,NYG,,,
1886,87,1886-07-16,LOU,CIN,,,
1886,87,1886-07-16,BLN,BRO,,,
1886,87,1886-07-16,PAT,STL,,,
1886,88,1886-07-17,CHC,CLV,,,
1886,88,1886-07-17,PIT,PHI,,,
1886,88,1886-07-17,BSN,NYG,,,
1886,88,1886-07-17,LOU,CIN,,,
1886,88,1886-07-17,BLN,BRO,,,
1886,88,1886-07-17,PAT,STL,,,
1886,89,1886-07-19,CHC,CLV,,,
1886,89,1886-07-19,PIT,PHI,,,
1886,89,1886-07-19,BSN,NYG,,,
1886,89,1886-07-19,LOU,CIN,,,
1886,89,1886-07-19,BLN,BRO,,,
1886,89,1886-07-19,PAT,STL,,,
1886,90,1886-07-20,CHC,CLV,,,
1886,90,1886-07-20,PIT,PHI,,,
1886,90,1886-07-20,BSN,NYG,,,
1886,90,1886-07-20,LOU,CIN,,,
1886,90,1886-07-20,BLN,BRO,,,
1886,90,1886-07-20,PAT,STL,,,
1886,91,1886-07-21,PIT,BSN,,,
1886,91,1886-07-21,CHC,NYG,,,
1886,91,1886-07-21,PHI,CLV,,,
1886,91,1886-07-21,BLN,PAT,,,
1886,91,1886-07-21,LOU,STL,,,
1886,91,1886-07-21,BRO,CIN,,,
1886,92,1886-07-22,PIT,BSN,,,
1886,92,1886-07-22,CHC,NYG,,,
1886,92,1886-07-22,PHI,CLV,,,
1886,92,1886-07-22,BLN,PAT,,,
1886,92,1886-07-22,LOU,STL,,,
1886,92,1886-07-22,BRO,CIN,,,
1886,93,1886-07-23,PIT,BSN,,,
1886,93,1886-07-23,CHC,NYG,,,
1886,93,1886-07-23,PHI,CLV,,,
1886,93,1886-07-23,BLN,PAT,,,
1886,93,1886-07-23,LOU,STL,,,
1886,93,1886-07-23,BRO,CIN,,,
1886,94,1886-07-24,PIT,BSN,,,
1886,94,1886-07-24,CHC,NYG,,,
1886,94,1886-07-24,PHI,CLV,,,
1886,94,1886-07-24,BLN,PAT,,,
1886,94,1886-07-24,LOU,STL,,,
1886,94,1886-07-24,BRO,CIN,,,
1886,95,1886-07-26,PIT,BSN,,,
1886,95,1886-07-26,CHC,NYG,,,
1886,95,1886-07-26,PHI,CLV,,,
1886,95,1886-07-26,BLN,PAT,,,
1886,95,1886-07-26,LOU,STL,,,
1886,95,1886-07-26,BRO,CIN,,,
1886,96,1886-07-27,PIT,BSN,,,
1886,96,1886-07-27,CHC,NYG,,,
1886,96,1886-07-27,PHI,CLV,,,
1886,96,1886-07-27,BLN,PAT,,,
1886,96,1886-07-27,LOU,STL,,,
1886,96,1886-07-27,BRO,CIN,,,
1886,97,1886-07-28,NYG,PHI,,,
1886,97,1886-07-28,CLV,PIT,,,
1886,97,1886-07-28,CHC,BSN,,,
1886,97,1886-07-28,STL,BRO,,,
1886,97,1886-07-28,CIN,BLN,,,
1886,97,1886-07-28,LOU,PAT,,,
1886,98,1886-07-29,NYG,PHI,,,
1886,98,1886-07-29,CLV,PIT,,,
1886,98,1886-07-29,CHC,BSN,,,
1886,98,1886-07-29,STL,BRO,,,
1886,98,1886-07-29,CIN,BLN,,,
1886,98,1886-07-29,LOU,PAT,,,
1886,99,1886-07-30,NYG,PHI,,,
1886,99,1886-07-30,CLV,PIT,,,
1886,99,1886-07-30,CHC,BSN,,,
1886,99,1886-07-30,STL,BRO,,,
1886,99,1886-07-30,CIN,BLN,,,
1886,99,1886-07-30,LOU,PAT,,,
1886,100,1886-07-31,NYG,PHI,,,
1886,100,1886-07-31,CLV,PIT,,,
